site,plot,common.name,scientific.name,family,assessment.method,season,recapture,lifestyle,date
Undara,WetB,Orange-naped Snake,Furina ornata,Elapidae,spotlighting,spring.2021,,terrestrial,5/10/2021
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,5/10/2021
Undara,WetB,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,spotlighting,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Common Dwarf Skink,Menetia greyii,Scincidae,pitfall,spring.2021,,terrestrial,5/10/2021
Undara,DryA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,,arboreal,5/10/2021
Undara,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,y,arboreal,5/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,pitfall,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,y,terrestrial,5/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,y,terrestrial,5/10/2021
Undara,DryA,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,pitfall,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Coppery Skink,Proablepharus tenuis,Scincidae,pitfall,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Tommy Roundhead,Diporiphora australis,Agamidae,pitfall,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,5/10/2021
Undara,DryA,North-eastern Firetail Morethia,Morethia taeniopleura,Scincidae,funnel,spring.2021,y,terrestrial,5/10/2021
Undara,DryA,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,funnel,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,5/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,5/10/2021
Undara,DryA,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2021,,terrestrial,5/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,5/10/2021
Undara,DryA,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,pitfall,spring.2021,,terrestrial,5/10/2021
Undara,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,5/10/2021
Undara,DryB,Burton's Legless Gecko,Lialis burtonis,Pygopodidae,funnel,spring.2021,,terrestrial,5/10/2021
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,,arboreal,5/10/2021
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,y,arboreal,5/10/2021
Undara,DryB,Copper-tailed Ctenotus,Ctenotus taeniolatus,Scincidae,funnel,spring.2021,,terrestrial,5/10/2021
Undara,DryB,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,funnel,spring.2021,,terrestrial,5/10/2021
Undara,DryB,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,spotlighting,spring.2021,,terrestrial,6/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,y,arboreal,5/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,y,arboreal,5/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,,arboreal,5/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,,arboreal,5/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,y,arboreal,5/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,spotlighting,spring.2021,,arboreal,6/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,spotlighting,spring.2021,,arboreal,6/10/2021
Undara,WetB,Coppery Skink,Proablepharus tenuis,Scincidae,funnel,spring.2021,,terrestrial,5/10/2021
Undara,WetB,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,funnel,spring.2021,y,terrestrial,5/10/2021
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,6/10/2021
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,6/10/2021
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,6/10/2021
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,6/10/2021
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,6/10/2021
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,6/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,y,terrestrial,6/10/2021
Undara,DryA,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,funnel,spring.2021,y,terrestrial,6/10/2021
Undara,DryA,Slender Mulch Skink,Glaphyromorphus cracens,Scincidae,funnel,spring.2021,,terrestrial,6/10/2021
Undara,DryA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,y,arboreal,6/10/2021
Undara,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,,arboreal,6/10/2021
Undara,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,,arboreal,6/10/2021
Undara,DryA,Ragged Snake-eye Skink,Cryptoblepharus pannosus,Scincidae,cover board,spring.2021,,arboreal,6/10/2021
Undara,DryA,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,incidentals,spring.2021,,terrestrial,6/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,6/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,6/10/2021
Undara,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,6/10/2021
Undara,DryA,Tommy Roundhead,Diporiphora australis,Agamidae,pitfall,spring.2021,,terrestrial,6/10/2021
Undara,DryA,Excitable Delma,Delma tincta,Pygopodidae,pitfall,spring.2021,,terrestrial,6/10/2021
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,,arboreal,6/10/2021
Undara,DryB,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,incidentals,spring.2021,,terrestrial,6/10/2021
Undara,DryB,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,y,arboreal,6/10/2021
Undara,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,6/10/2021
Undara,DryB,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,funnel,spring.2021,,terrestrial,6/10/2021
Undara,DryB,North-eastern Firetail Morethia,Morethia taeniopleura,Scincidae,pitfall,spring.2021,,terrestrial,6/10/2021
Undara,DryB,Lined Rainbow-skink,Carlia jarnoldae,Scincidae,pitfall,spring.2021,,terrestrial,6/10/2021
Undara,DryB,Tommy Roundhead,Diporiphora australis,Agamidae,pitfall,spring.2021,,terrestrial,6/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,y,arboreal,6/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,,arboreal,6/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,y,arboreal,6/10/2021
Undara,WetA,Pale-headed Snake,Hoplocephalus bitorquatus,Elapidae,cover board,spring.2021,,arboreal,6/10/2021
Undara,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,y,arboreal,6/10/2021
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,6/10/2021
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,6/10/2021
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,6/10/2021
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,6/10/2021
Undara,WetA,Common Dwarf Skink,Menetia greyii,Scincidae,pitfall,spring.2021,y,terrestrial,6/10/2021
Undara,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2021,,terrestrial,6/10/2021
Undara,WetA,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,funnel,spring.2021,,terrestrial,6/10/2021
Undara,WetA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,6/10/2021
Undara,WetA,Coppery Skink,Proablepharus tenuis,Scincidae,pitfall,spring.2021,,terrestrial,6/10/2021
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,,arboreal,6/10/2021
Undara,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,,arboreal,6/10/2021
Rinyirru,DryA,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,10/10/2021
Rinyirru,DryB,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,spring.2021,,arboreal,10/10/2021
Rinyirru,DryB,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,spring.2021,,arboreal,10/10/2021
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,10/10/2021
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,10/10/2021
Rinyirru,DryA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,10/10/2021
Rinyirru,DryA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,10/10/2021
Rinyirru,DryA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,10/10/2021
Rinyirru,DryA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2021,,arboreal,10/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,10/10/2021
Rinyirru,DryA,Short-footed Ctenotus,Ctenotus brevipes,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryA,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryA,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryA,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,spotlighting,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,incidentals,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2021,,arboreal,10/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Cream-striped Snake-eye Skink,Cryptoblepharus virgatus,Scincidae,pitfall,spring.2021,,arboreal,10/10/2021
Rinyirru,DryB,Short-footed Ctenotus,Ctenotus brevipes,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Cream-striped Snake-eye Skink,Cryptoblepharus virgatus,Scincidae,pitfall,spring.2021,,arboreal,10/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2021,y,terrestrial,10/10/2021
Rinyirru,DryB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,DryB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2021,,arboreal,10/10/2021
Rinyirru,DryB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2021,,arboreal,10/10/2021
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,11/10/2021
Rinyirru,DryB,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,spring.2021,,arboreal,11/10/2021
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,11/10/2021
Rinyirru,DryB,Northern Velvet Gecko,Oedura castelnaui,Diplodactylidae,spotlighting,spring.2021,,arboreal,11/10/2021
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,incidentals,spring.2021,,terrestrial,10/10/2021
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,WetA,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,WetA,Two-lined Dragon,Diporiphora bilineata,Agamidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2021,,terrestrial,10/10/2021
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,,arboreal,10/10/2021
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,,arboreal,10/10/2021
Rinyirru,WetB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,10/10/2021
Rinyirru,WetB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,10/10/2021
Rinyirru,WetB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2021,,terrestrial,10/10/2021
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,spotlighting,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,11/10/2021
Rinyirru,DryA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,11/10/2021
Rinyirru,DryB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,11/10/2021
Rinyirru,DryB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,11/10/2021
Rinyirru,DryB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,spotlighting,spring.2021,,arboreal,12/10/2021
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,12/10/2021
Rinyirru,WetA,Bynoe's Gecko,Heteronotia binoei,Gekkonidae,pitfall,spring.2021,,terrestrial,11/10/2021
Rinyirru,WetA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,11/10/2021
Rinyirru,WetA,Yellow-spotted Goanna,Varanus panoptes panoptes,Varanidae,camera,spring.2021,,terrestrial,11/10/2021
Rinyirru,WetB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2021,,terrestrial,11/10/2021
Rinyirru,WetB,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,pitfall,spring.2021,,terrestrial,11/10/2021
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,,arboreal,11/10/2021
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,,arboreal,11/10/2021
Rinyirru,WetB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,pitfall,spring.2021,,arboreal,11/10/2021
Rinyirru,WetB,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,spotlighting,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,12/10/2021
Rinyirru,WetB,Two-lined Dragon,Diporiphora bilineata,Agamidae,incidentals,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryA,Cream-striped Snake-eye Skink,Cryptoblepharus virgatus,Scincidae,pitfall,spring.2021,,arboreal,11/10/2021
Rinyirru,DryA,Cream-striped Snake-eye Skink,Cryptoblepharus virgatus,Scincidae,pitfall,spring.2021,,arboreal,11/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryA,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,pitfall,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryA,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,funnel,spring.2021,,arboreal,11/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryB,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,11/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryB,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,11/10/2021
Rinyirru,DryA,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,incidentals,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,incidentals,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,incidentals,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,13/10/2021
Rinyirru,WetA,Black-headed Goanna,Varanus tristis,Varanidae,camera,spring.2021,,arboreal,12/10/2021
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetB,Coastal Taipan,Oxyuranus scutellatus scutellatus,Elapidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,,arboreal,12/10/2021
Rinyirru,WetB,Metallic Snake-eye Skink,Cryptoblepharus metallicus,Scincidae,cover board,spring.2021,,arboreal,12/10/2021
Rinyirru,WetB,Robust Rainbow-skink,Carlia schmeltzii,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetB,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetB,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,13/10/2021
Rinyirru,WetB,Dubious Gehyra,Gehyra dubia,Gekkonidae,spotlighting,spring.2021,,arboreal,13/10/2021
Rinyirru,WetB,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,pitfall,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetB,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,incidentals,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Cream-striped Snake-eye Skink,Cryptoblepharus virgatus,Scincidae,pitfall,spring.2021,,arboreal,12/10/2021
Rinyirru,DryA,Straight-browed Ctenotus,Ctenotus spaldingi,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,12/10/2021
Rinyirru,DryA,Cream-striped Snake-eye Skink,Cryptoblepharus virgatus,Scincidae,pitfall,spring.2021,,arboreal,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,y,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Short-footed Ctenotus,Ctenotus brevipes,Scincidae,pitfall,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Short-footed Ctenotus,Ctenotus brevipes,Scincidae,pitfall,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,y,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetA,Lowlands Bar-lipped Skink,Eremiascincus pardalis pardalis,Scincidae,funnel,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetA,Dubious Gehyra,Gehyra dubia,Gekkonidae,cover board,spring.2021,,arboreal,12/10/2021
Rinyirru,WetA,Zigzag Gecko,Amalosia rhombifer,Diplodactylidae,cover board,spring.2021,,arboreal,12/10/2021
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetA,North-eastern Orange-tailed Slider,Lerista zonulata,Scincidae,pitfall,spring.2021,,terrestrial,12/10/2021
Rinyirru,WetA,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,pitfall,spring.2021,,terrestrial,12/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,pitfall,spring.2021,y,terrestrial,13/10/2021
Rinyirru,DryA,Shaded-litter Rainbow-skink,Carlia munda,Scincidae,funnel,spring.2021,,terrestrial,13/10/2021
Rinyirru,DryA,Large-disced Litter Skink,Lygisaurus aeratus,Scincidae,pitfall,spring.2021,,terrestrial,13/10/2021
